 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  490.60       Cref =  8.4083       Bref =  70.000    
  Xref =  29.948       Yref =  0.0000       Zref =-0.24644    

  Surface # 1     main_wing                               
     # Chordwise = 10   # Spanwise = 80     First strip =  1
     Surface area Ssurf =  250.220919     Ave. chord Cave =    7.118898

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.33823     Clsurf  =  -0.06514
     CYsurf  =  -0.02155     Cmsurf  =  -0.08321
     CDsurf  =   0.00867     Cnsurf  =  -0.00572
     CDisurf =   0.00867     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.66434     CDsurf  =   0.01700

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
    91  22.4080  -1.5778  -0.9570  12.4590   3.6910   7.4491   0.0438   0.5967   0.5967   0.0397   0.0000  -0.0682   0.2177    0.364
    92  22.4080  -1.8873  -0.9570  12.4590   4.0195   7.5351   0.0405   0.6035   0.6035   0.0413   0.0000  -0.0729   0.2240    0.371
    93  22.4080  -2.2230  -0.9570  12.4590   4.3417   7.6735   0.0357   0.6143   0.6143   0.0447   0.0000  -0.0797   0.2337    0.380
    94  22.4080  -2.5842  -0.9570  12.4590   4.6573   7.9629   0.0291   0.6361   0.6361   0.0628   0.0000  -0.0911   0.2509    0.393
    95  22.4974  -2.9170  -0.9395  12.3826   3.6189   8.5425   0.4448   0.8518   0.6812   0.1291   0.0000  -0.1138   0.2454    0.417
    96  22.6846  -3.2159  -0.9028  12.2227   3.7885   8.6083   0.4419   0.8719   0.6973   0.1111   0.0000  -0.1196   0.2534    0.422
    97  22.8826  -3.5322  -0.8639  12.0536   3.9437   8.5788   0.4405   0.8818   0.7052   0.1058   0.0000  -0.1192   0.2547    0.419
    98  23.0912  -3.8653  -0.8230  11.8754   4.0839   8.3575   0.4411   0.8728   0.6980   0.0966   0.0000  -0.1109   0.2459    0.409
    99  23.3498  -4.2783  -0.7723  11.6545   5.7066   7.6446   0.0238   0.8194   0.6553   0.0355   0.0000  -0.0823   0.2115    0.376
   100  23.6607  -4.7750  -0.7113  11.3888   5.8186   7.2918   0.0260   0.8000   0.6398   0.0328   0.0000  -0.0686   0.1965    0.357
   101  23.9847  -5.2923  -0.6478  11.1120   5.9047   7.0364   0.0281   0.7915   0.6330   0.0301   0.0000  -0.0590   0.1869    0.343
   102  24.3210  -5.8296  -0.5818  10.8247   5.9646   6.8284   0.0298   0.7887   0.6308   0.0275   0.0000  -0.0518   0.1803    0.332
   103  24.6694  -6.3859  -0.5135  10.5270   5.9985   6.6480   0.0309   0.7899   0.6317   0.0251   0.0000  -0.0460   0.1756    0.323
   104  25.0291  -6.9605  -0.4430  10.2197   6.0065   6.4849   0.0313   0.7939   0.6350   0.0229   0.0000  -0.0414   0.1724    0.315
   105  25.3998  -7.5524  -0.3703   9.9031   5.9889   6.3331   0.0308   0.8004   0.6401   0.0207   0.0000  -0.0377   0.1703    0.309
   106  25.7806  -8.1608  -0.2956   9.5777   5.9462   6.1887   0.0292   0.8090   0.6470   0.0187   0.0000  -0.0347   0.1692    0.304
   107  26.1712  -8.7846  -0.2190   9.2440   5.8788   6.0494   0.0262   0.8195   0.6554   0.0166   0.0000  -0.0324   0.1691    0.299
   108  26.5709  -9.4230  -0.1406   8.9025   5.7875   5.9131   0.0210   0.8320   0.6654   0.0148   0.0000  -0.0307   0.1697    0.296
   109  26.9647 -10.0557  -0.0738   8.6530   5.3824   5.7836   0.0170   0.8814   0.6698   0.0130   0.0000  -0.0274   0.1675    0.291
   110  27.3514 -10.6811  -0.0191   8.4988   5.3831   5.6847   0.0188   0.8823   0.6704   0.0113   0.0000  -0.0249   0.1655    0.287
   111  27.7448 -11.3174   0.0366   8.3420   5.3704   5.5891   0.0197   0.8839   0.6717   0.0098   0.0000  -0.0230   0.1641    0.284
   112  28.1443 -11.9635   0.0931   8.1827   5.3448   5.4954   0.0205   0.8862   0.6734   0.0083   0.0000  -0.0215   0.1632    0.282
   113  28.5492 -12.6185   0.1504   8.0213   5.3066   5.4024   0.0212   0.8889   0.6755   0.0071   0.0000  -0.0204   0.1626    0.280
   114  28.9591 -13.2814   0.2084   7.8579   5.2564   5.3091   0.0220   0.8918   0.6777   0.0059   0.0000  -0.0195   0.1624    0.279
   115  29.3731 -13.9510   0.2670   7.6928   5.1948   5.2152   0.0226   0.8950   0.6801   0.0048   0.0000  -0.0189   0.1623    0.278
   116  29.7907 -14.6265   0.3261   7.5263   5.1222   5.1202   0.0232   0.8982   0.6826   0.0038   0.0000  -0.0184   0.1625    0.277
   117  30.2113 -15.3067   0.3856   7.3587   5.0393   5.0237   0.0236   0.9015   0.6850   0.0029   0.0000  -0.0182   0.1628    0.277
   118  30.6342 -15.9907   0.4454   7.1901   4.9468   4.9256   0.0238   0.9047   0.6875   0.0020   0.0000  -0.0180   0.1632    0.276
   119  31.0587 -16.6772   0.5055   7.0209   4.8453   4.8255   0.0239   0.9078   0.6898   0.0012   0.0000  -0.0181   0.1637    0.276
   120  31.4842 -17.3654   0.5657   6.8512   4.7356   4.7236   0.0238   0.9107   0.6920   0.0005   0.0000  -0.0182   0.1643    0.276
   121  31.9100 -18.0541   0.6259   6.6815   4.6182   4.6197   0.0236   0.9134   0.6941  -0.0002   0.0000  -0.0186   0.1650    0.277
   122  32.3355 -18.7423   0.6861   6.5119   4.4941   4.5139   0.0231   0.9157   0.6959  -0.0007   0.0000  -0.0193   0.1660    0.278
   123  32.7600 -19.4289   0.7462   6.3426   4.3638   4.4065   0.0226   0.9179   0.6975  -0.0011   0.0000  -0.0203   0.1672    0.279
   124  33.1829 -20.1128   0.8060   6.1740   4.2281   4.2979   0.0219   0.9197   0.6989  -0.0012   0.0000  -0.0220   0.1689    0.282
   125  33.6034 -20.7930   0.8655   6.0064   4.0877   4.1887   0.0211   0.9213   0.7001  -0.0007   0.0000  -0.0248   0.1715    0.285
   126  34.0211 -21.4685   0.9246   5.8399   3.9435   4.0795   0.0204   0.9226   0.7011   0.0013   0.0000  -0.0292   0.1755    0.292
   127  34.4351 -22.1382   0.9832   5.6748   3.7961   3.9714   0.0196   0.9234   0.7017   0.0087   0.0000  -0.0371   0.1825    0.303
   128  34.7955 -22.7210   1.0342   5.5312   2.7734   3.8738   0.0192   0.9283   0.7055  -0.0279   0.0000  -0.0591   0.2012    0.334
   129  35.1476 -23.2905   1.0840   5.3908   3.4568   3.7780   0.0189   0.9278   0.7051  -0.0179   0.0000  -0.0663   0.2075    0.344
   130  35.5398 -23.9248   1.1395   5.2344   3.3083   3.6751   0.0187   0.9291   0.7060  -0.0144   0.0000  -0.0696   0.2105    0.349
   131  35.9260 -24.5495   1.1942   5.0805   3.1592   3.5727   0.0187   0.9304   0.7070  -0.0128   0.0000  -0.0712   0.2121    0.351
   132  36.3056 -25.1635   1.2479   4.9291   3.0101   3.4714   0.0188   0.9317   0.7080  -0.0121   0.0000  -0.0721   0.2131    0.352
   133  36.6781 -25.7659   1.3006   4.7806   2.8615   3.3713   0.0190   0.9329   0.7089  -0.0118   0.0000  -0.0725   0.2137    0.352
   134  37.0428 -26.3559   1.3522   4.6352   2.7141   3.2723   0.0194   0.9339   0.7097  -0.0117   0.0000  -0.0727   0.2140    0.352
   135  37.3992 -26.9323   1.4027   4.4931   2.5684   3.1742   0.0200   0.9346   0.7102  -0.0117   0.0000  -0.0727   0.2141    0.352
   136  37.7468 -27.4945   1.4518   4.3545   2.4247   3.0771   0.0208   0.9348   0.7104  -0.0119   0.0000  -0.0725   0.2140    0.352
   137  38.0850 -28.0415   1.4997   4.2197   2.2835   2.9806   0.0217   0.9344   0.7101  -0.0120   0.0000  -0.0722   0.2136    0.352
   138  38.4133 -28.5725   1.5461   4.0888   2.1452   2.8846   0.0229   0.9333   0.7092  -0.0122   0.0000  -0.0717   0.2130    0.351
   139  38.7312 -29.0866   1.5911   3.9621   2.0101   2.7887   0.0243   0.9312   0.7076  -0.0124   0.0000  -0.0711   0.2122    0.350
   140  39.0382 -29.5831   1.6346   3.8397   1.8786   2.6926   0.0259   0.9278   0.7050  -0.0126   0.0000  -0.0702   0.2109    0.350
   141  39.3338 -30.0612   1.6764   3.7219   1.7508   2.5957   0.0278   0.9227   0.7012  -0.0129   0.0000  -0.0692   0.2092    0.349
   142  39.6175 -30.5202   1.7165   3.6087   1.6269   2.4976   0.0299   0.9157   0.6959  -0.0131   0.0000  -0.0679   0.2070    0.348
   143  39.8890 -30.9593   1.7550   3.5005   1.5072   2.3976   0.0322   0.9063   0.6887  -0.0133   0.0000  -0.0664   0.2041    0.346
   144  40.1478 -31.3779   1.7916   3.3973   1.3917   2.2949   0.0346   0.8939   0.6793  -0.0134   0.0000  -0.0645   0.2005    0.345
   145  40.3935 -31.7753   1.8263   3.2994   1.2804   2.1888   0.0370   0.8779   0.6671  -0.0135   0.0000  -0.0624   0.1961    0.344
   146  40.6258 -32.1509   1.8592   3.2068   1.1734   2.0787   0.0391   0.8578   0.6519  -0.0135   0.0000  -0.0602   0.1909    0.342
   147  40.8442 -32.5042   1.8901   3.1197   1.0707   1.9640   0.0407   0.8331   0.6331  -0.0134   0.0000  -0.0580   0.1850    0.342
   148  41.0485 -32.8346   1.9190   3.0383   0.9721   1.8445   0.0416   0.8034   0.6106  -0.0131   0.0000  -0.0562   0.1787    0.342
   149  41.2438 -33.1504   1.9467   2.9604   0.9286   1.7181   0.0417   0.7681   0.5837  -0.0130   0.0000  -0.0554   0.1723    0.345
   150  41.4291 -33.4502   1.9729   2.8866   0.8314   1.5839   0.0391   0.7269   0.5524  -0.0180   0.0000  -0.0562   0.1661    0.352
   151  41.8199 -33.7262   1.9971   2.6622   0.7082   1.4437   0.0350   2.4792   0.5441   0.0037   0.0000  -0.0363   0.0729    0.317
   152  42.3833 -33.9779   2.0191   2.3104   0.5525   1.3149   0.0435   2.6134   0.5735  -0.0252   0.0000  -0.0260   0.0716    0.295
   153  42.8863 -34.2026   2.0388   1.9964   0.4230   1.1849   0.0530   2.7321   0.5996  -0.0426   0.0000  -0.0181   0.0711    0.280
   154  43.3282 -34.4000   2.0560   1.7205   0.3171   1.0506   0.0639   2.8168   0.6182  -0.0586   0.0000  -0.0089   0.0692    0.264
   155  43.7082 -34.5698   2.0709   1.4833   0.2320   0.9090   0.0746   2.8335   0.6218  -0.0751   0.0000   0.0042   0.0642    0.243
   156  44.0258 -34.7116   2.0833   1.2850   0.1649   0.7584   0.0831   2.7369   0.6006  -0.0922   0.0000   0.0213   0.0549    0.215
   157  44.2804 -34.8254   2.0932   1.1261   0.1126   0.5992   0.0890   2.4780   0.5438  -0.1083   0.0000   0.0390   0.0416    0.178
   158  44.4718 -34.9108   2.1007   1.0066   0.0720   0.4330   0.0926   2.0158   0.4424  -0.1190   0.0000   0.0494   0.0264    0.138
   159  44.5995 -34.9679   2.1057   0.9269   0.0398   0.2618   0.0950   1.3381   0.2937  -0.1138   0.0000   0.0432   0.0130    0.103
   160  44.6634 -34.9964   2.1082   0.8870   0.0127   0.0876   0.0963   0.4809   0.1055  -0.0718   0.0000   0.0173   0.0037    0.086

  Surface # 3     horizontal_stabilizer                   
     # Chordwise = 10   # Spanwise = 80     First strip =161
     Surface area Ssurf =   33.045257     Ave. chord Cave =    3.385457

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.00862     Clsurf  =  -0.00060
     CYsurf  =  -0.00098     Cmsurf  =  -0.03006
     CDsurf  =   0.00058     Cnsurf  =   0.00038
     CDisurf =   0.00058     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.12874     CDsurf  =   0.00857

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
   161  55.3376   0.0009   2.0821   4.5668   0.0172   0.6458   0.0871   0.1720   0.1278   0.1615   0.0000  -0.0093  -0.0380    0.322
   162  55.3424   0.0084   2.0829   4.5649   0.0516   0.4862   0.0873   0.1410   0.1048   0.0240   0.0000  -0.0082  -0.0297    0.329
   163  55.3520   0.0234   2.0846   4.5613   0.0858   0.4735   0.0876   0.1387   0.1031   0.0131   0.0000  -0.0081  -0.0291    0.329
   164  55.3664   0.0458   2.0871   4.5558   0.1198   0.4701   0.0880   0.1382   0.1027   0.0103   0.0000  -0.0081  -0.0289    0.329
